authorAvatar,authorId,authorName,authorUsername,createdAt,id,images/0/alt,images/0/aspectRatio/height,images/0/aspectRatio/width,images/0/fullsize,images/0/thumb,images/1/alt,images/1/aspectRatio/height,images/1/aspectRatio/width,images/1/fullsize,images/1/thumb,images/2/alt,images/2/aspectRatio/height,images/2/aspectRatio/width,images/2/fullsize,images/2/thumb,images/3/alt,images/3/aspectRatio/height,images/3/aspectRatio/width,images/3/fullsize,images/3/thumb,langs/0,likeCount,link/description,link/thumb,link/title,link/uri,primaryImage,replyCount,repostCount,text,url
https://cdn.bsky.app/img/avatar/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreihuobwxljhy4rgpklfdlgoxvxtauwuiqr5di7bj6yay4qho4jlniq@jpeg,did:plc:co3xw2l6urzhm4j5ijbg4yh5,Center for Advanced Pain Studies,utdpaincenter.bsky.social,2024-12-11T21:45:17.521Z,bafyreihcv7iu2rd6bnrclhcrn2xlhro7diucq66seipi6pcyx3xzwxlxau,,2000,1505,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreibqemyqjbqmdfjtra5htffketyi75x4tojvyok5gswa2bnsil2x4e@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreibqemyqjbqmdfjtra5htffketyi75x4tojvyok5gswa2bnsil2x4e@jpeg,,2000,1505,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreic7zsjwnc4xkiwsxn74nnjnl6td3462nibjva6xqn7n3i4surztli@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreic7zsjwnc4xkiwsxn74nnjnl6td3462nibjva6xqn7n3i4surztli@jpeg,,2000,1505,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreiex4rjx2ym542pkrv2o6qset7vynblsaiy33ysfi33uf6m4huvnuu@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreiex4rjx2ym542pkrv2o6qset7vynblsaiy33ysfi33uf6m4huvnuu@jpeg,,,,,,en,8,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:co3xw2l6urzhm4j5ijbg4yh5/bafkreibqemyqjbqmdfjtra5htffketyi75x4tojvyok5gswa2bnsil2x4e@jpeg?f=.jpeg,0,0,"We’d like to congratulate the winners of the “Fall Works in Progress Seminar Series”, Brodie Woodall and Michael Ojo, and the “Undergraduate 3-minute Thesis Competition”, Sneha Gummad and Rayan Jeddy!

#Painneuroscience #Painresearch #Neuroscience #Scicomm",https://bsky.app/profile/utdpaincenter.bsky.social/post/3ld2q3rkhuc22
https://cdn.bsky.app/img/avatar/plain/did:plc:yaxp2wutxm3sx6eiqra5257k/bafkreig5jha6nhnaiso4vqv33awqxrldksrxdj5ktitj3g6kmvdjwnshze@jpeg,did:plc:yaxp2wutxm3sx6eiqra5257k,Alex Mikesell,amikesell.bsky.social,2024-12-11T21:23:55.976Z,bafyreidrexxpbbobjqczrnv6hakvuptsh7mfjpzl2hm2j7xgof2lh27sza,,,,,,,,,,,,,,,,,,,,,en,12,,,,,,2,2,"Excited to share my dissertation work from the Stucky Lab! We found that keratinocytes drive touch pain caused by the chemo drug paclitaxel. Paclitaxel directly sensitizes keratinocytes to touch through PIEZO1! #PainResearch #touch @katesadlerphd.bsky.social 

www.science.org/doi/10.1126/...",https://bsky.app/profile/amikesell.bsky.social/post/3ld2ovleges2i
https://cdn.bsky.app/img/avatar/plain/did:plc:n25unm5qjswy6fsdoyymiado/bafkreig7zre2tveycgk2ofnrwwslbzsxbg4nq2i4tzqn5fmvmtoq4l44bq@jpeg,did:plc:n25unm5qjswy6fsdoyymiado,Luke Pattison,interlukein.bsky.social,2024-12-11T15:58:24.428Z,bafyreiebptqvmhfx5ug3qy3j5bhvmd2m3n67iwdqr4el3fd644zs2mnrpy,,,,,,,,,,,,,,,,,,,,,en,14,"Inflammation is associated with localized acidosis, however, attributing physiological
and pathological roles to proton-sensitive receptors is chal...",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:n25unm5qjswy6fsdoyymiado/bafkreigbs63hghkqvl5y4baldyzhsokprqmstzrfnbz7tu6hrouxiyewwu@jpeg,"Activation of the proton-sensing GPCR, GPR65 on fibroblast-like synoviocytes contributes to inflammatory joint pain | PNAS",https://www.pnas.org/doi/10.1073/pnas.2410653121,,2,5,"Riding the year out on a high ✨ - latest paper out now in @pnas.org! ☺️ 🙏

Here we describe a role for the proton-sensing GPCR, GPR65 in mediating joint pain from fibroblast-like synoviocytes!

www.pnas.org/doi/10.1073/...

#PainResearch #Neuroskyence

More on this work below 👇 🧵 [1/10]",https://bsky.app/profile/interlukein.bsky.social/post/3ld24pimyws2y
https://cdn.bsky.app/img/avatar/plain/did:plc:f7fchx2tg3clw32oixckpnsg/bafkreidsstx5chgfagl2dkpd37ke4nqkjg5rloyxenqe7ggzeoegpb5qde@jpeg,did:plc:f7fchx2tg3clw32oixckpnsg,"Amanda Klein, PhD MS",amandahklein.bsky.social,2024-12-11T15:55:50.091Z,bafyreigvrvsnop6gab34ec4jgbbthqw2rndoqbskamji2hyfl2oczui3c4,Seminar announcement via Zoom.  December 17th at 3:30pm (CST).  Dr. Yawar Qadri and Dr. Rajesh Kahanna.  Details available by email:  umnpig[at]gmail.com.,785,555,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:f7fchx2tg3clw32oixckpnsg/bafkreidler4uqmr4pef5p63lghv7jds4xi4rudsvybq2k7rzu7uzra4poe@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:f7fchx2tg3clw32oixckpnsg/bafkreidler4uqmr4pef5p63lghv7jds4xi4rudsvybq2k7rzu7uzra4poe@jpeg,,,,,,,,,,,,,,,,en,8,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:f7fchx2tg3clw32oixckpnsg/bafkreidler4uqmr4pef5p63lghv7jds4xi4rudsvybq2k7rzu7uzra4poe@jpeg?f=.jpeg,0,3,"Seminar announcement.  Posted with permission of Dr. Ratan Banik, organizer for the University of Minnesota Pain Interest Group.  med.umn.edu/anesthesiolo...
December 17th, 3:30pm CST, login details available at umnpig[at]gmail[dot]com
Dr. Yawar Qadri and @khannalabuf.bsky.social 

#PainResearch",https://bsky.app/profile/amandahklein.bsky.social/post/3ld24kvh45c2w
https://cdn.bsky.app/img/avatar/plain/did:plc:3axv6ug24cx6x5eqepvtjxyk/bafkreicve6w3rg3ebawvzx3y5k6nfuy36ilqh6kkp5xhlgdvvyifddfwje@jpeg,did:plc:3axv6ug24cx6x5eqepvtjxyk,@denklab,denklab.bsky.social,2024-12-11T08:19:03.776Z,bafyreifws5t7xtugjcitdz3mzz6tqshl5gldpppixplf6q3sscat3f3q2m,,463,1114,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:43oxmezinhuv6tzzy7waq275/bafkreia5myyuhqyht7hzsucdfe3nwaucp4y6ibyjuqahdgqoternarcos4@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:43oxmezinhuv6tzzy7waq275/bafkreia5myyuhqyht7hzsucdfe3nwaucp4y6ibyjuqahdgqoternarcos4@jpeg,,,,,,,,,,,,,,,,en,10,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:43oxmezinhuv6tzzy7waq275/bafkreia5myyuhqyht7hzsucdfe3nwaucp4y6ibyjuqahdgqoternarcos4@jpeg?f=.jpeg,3,0,"Beautiful work, as we have come to expect from @mheming.bsky.social! Many congratulations to the whole amazing team 🧪🥳 and thank you for always going the extra mile re data sharing! One also for @anninaschmid.bsky.social #PainResearch #painscience #neuroskyence",https://bsky.app/profile/denklab.bsky.social/post/3lczd24qks22s
https://cdn.bsky.app/img/avatar/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreigf5r5vo4vh2zarr365m2dwedgkvcbbepjjtjqxsmf3n7mirazamu@jpeg,did:plc:73v3pregvxkp3xlfgdqpal7j,Asaf (Klaf) Weisman,asafklaf.bsky.social,2024-12-10T18:42:20.079Z,bafyreiao4ouyt6a34zlkitdm5g7tgefwuk2v2wnllwveocgqafyj4sefcm,,559,597,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreie3cpl4sb47qcfj7y4n5otun7etwvvwgzj3dgqoj542il2ykkoh6y@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreie3cpl4sb47qcfj7y4n5otun7etwvvwgzj3dgqoj542il2ykkoh6y@jpeg,,,,,,,,,,,,,,,,en,1,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreie3cpl4sb47qcfj7y4n5otun7etwvvwgzj3dgqoj542il2ykkoh6y@jpeg?f=.jpeg,2,0,"Today, in the stupid article title department...
How is this nonsense acceptable?

#painscience
#painresearch
#neuroscience",https://bsky.app/profile/asafklaf.bsky.social/post/3lcxvfp6gw22q
https://cdn.bsky.app/img/avatar/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreiexvl5jt55wx22zkdl3zy7dqsescajmy2ehxdkh4fslksid2o732i@jpeg,did:plc:xzy7rmgg36ok4tncyq27kxwc,"Nesia Zurek, PhD",docnessmonster.bsky.social,2024-12-10T18:01:38.641Z,bafyreihqkacv6u6gc2czbi2wkmftpojdnlcirzlcfkvdnw6lf7urx6y5be,,,,,,,,,,,,,,,,,,,,,en,9,,,,,,0,2,Check out my latest first author preprint on donor specific effects of gabapentin in human DRG neurons! Great time collaborating with the de la Pena lab! #neuroskyence #painresearch,https://bsky.app/profile/docnessmonster.bsky.social/post/3lcxt4wtn5c2q
https://cdn.bsky.app/img/avatar/plain/did:plc:oa6gwwfhpqt5yua7nvyrjlmt/bafkreiacqgaepedoshxojedaqrnw4gz5k437q3c7ew4ep6ban5pxcuzsxe@jpeg,did:plc:oa6gwwfhpqt5yua7nvyrjlmt,Alles Lab,alleslab.bsky.social,2024-12-10T15:29:43.085Z,bafyreietp7hwpqh5jcaedgc6phpff2d6ilean7awpea4wyouxnvaqehjhy,,,,,,,,,,,,,,,,,,,,,en,7,,,,,,0,4,Our latest work in collaboration with the de la Pena lab on the effects of neuropathic pain drug gabapentin on human DRG neurons is now online!! Spoiler alert: interesting donor-specific actions! #PainResearch,https://bsky.app/profile/alleslab.bsky.social/post/3lcxknbkwyc2m
https://cdn.bsky.app/img/avatar/plain/did:plc:tydnnz7g6yjfzfokksapen5l/bafkreib5yo35jzhahzy3qdv2txfmpzxxvntptwg4cmhg7ji2p777is3h6e@jpeg,did:plc:tydnnz7g6yjfzfokksapen5l,Ted Price,tedpricethepainguy.bsky.social,2024-12-10T14:46:33.668Z,bafyreiebihlnbynvrkhhlrlccdn33jb6sgvexyp5fz7l5vlzb3oceh6pti,,,,,,,,,,,,,,,,,,,,,en,4,,,Sensoryomics,https://sensoryomics.com,,1,2,"If you would like to peruse this most excellent dataset, it is available for searching on our sensoryomics.com website at: sensoryomics.shinyapps.io/Proteomics/. The full dataset will be available on SPARC portal soon. #painresearch #openscience @aliibarry.bsky.social @utdpaincenter.bsky.social",https://bsky.app/profile/tedpricethepainguy.bsky.social/post/3lcxia446hs2q
https://cdn.bsky.app/img/avatar/plain/did:plc:nuhxu6zygadidyhaxvc4g4j7/bafkreiatal3wrgd7xxskuesnqfoso4gflwt7pj2egr3r5uvd7etfclz6gy@jpeg,did:plc:nuhxu6zygadidyhaxvc4g4j7,Dr. Ali Barry,aliibarry.bsky.social,2024-12-10T11:15:52.249Z,bafyreid6djvrwptama4fjsq75gx66ukpifpjnhsq56a6ilp236d6jazhum,,,,,,,,,,,,,,,,,,,,,en,24,"The peripheral nervous system has been widely implicated in pathological conditions that exhibit distinct clinical presentations in men and women, most notably in chronic pain disorders. Here, we expl...",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:nuhxu6zygadidyhaxvc4g4j7/bafkreicy5jwzlhxanyr4imzpmqy7xll4fmqb7oyk4vkg2m43dsl43p4izy@jpeg,Multi-omic integration with human DRG proteomics highlights TNFα signalling as a relevant sexually dimorphic pathway,https://www.biorxiv.org/content/10.1101/2024.12.06.626968v1,,7,7,"It's pre-printed! Thrilled to finally share some human DRG proteomics, integrated across omics datasets to explore sexual dimorphism in the periphery 🧪🧬🖥️ #PainResearch #NeuroSkyence

www.biorxiv.org/content/10.1...",https://bsky.app/profile/aliibarry.bsky.social/post/3lcx4hecqok2b
https://cdn.bsky.app/img/avatar/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreigf5r5vo4vh2zarr365m2dwedgkvcbbepjjtjqxsmf3n7mirazamu@jpeg,did:plc:73v3pregvxkp3xlfgdqpal7j,Asaf (Klaf) Weisman,asafklaf.bsky.social,2024-12-09T16:02:47.925Z,bafyreifgjxpep6qu42jgz4nsawgtkjgai4e4nwmk2bzapmbesvn7p6l7c4,,,,,,,,,,,,,,,,,,,,,en,4,The child was diagnosed with CIP due to the compound heterozygous variants of the SCN9A gene. Above finding has enabled genetic counselling and reproductive guidance for this family.,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreiapf7bi2sfgwan6doxskczw3hubhhiklm2ck2dllcaeapygv6ii7q@jpeg,[Genetic analysis of a child with Congenital insensitivity to pain due to compound heterozygous variants of SCN9A gene] - PubMed,https://pubmed.ncbi.nlm.nih.gov/39528285/,,0,0,"Interesting new mutation identified in the SCN9A gene, which leads to nociceptive deficiency (not “insensitivity to pain” 🤦🏻‍♂️). This gene encodes for the Nav1.7 sodium gated channel.

#painscience
#painresearch
#neuroscience

pubmed.ncbi.nlm.nih.gov/39528285/",https://bsky.app/profile/asafklaf.bsky.social/post/3lcv3ziyqbk2n
https://cdn.bsky.app/img/avatar/plain/did:plc:cpoz7j6tulspoudk35rl6ekj/bafkreihnkh2xq2wezeccl2lqo7usrmyrnrxziv5b4r2f2efegzmeci3oii@jpeg,did:plc:cpoz7j6tulspoudk35rl6ekj,Neuromics,neuromics.bsky.social,2024-12-08T12:31:28.105Z,bafyreige57mgud4r3jye4ezzncxuoblumxlsgyydmlu3rlelwinxvo4sze,,275,275,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:cpoz7j6tulspoudk35rl6ekj/bafkreie3zq4xnrn3ncjg7g2kersniwf365ujyqqjzs7pdabpytzcukoy4i@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:cpoz7j6tulspoudk35rl6ekj/bafkreie3zq4xnrn3ncjg7g2kersniwf365ujyqqjzs7pdabpytzcukoy4i@jpeg,,,,,,,,,,,,,,,,en,7,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:cpoz7j6tulspoudk35rl6ekj/bafkreie3zq4xnrn3ncjg7g2kersniwf365ujyqqjzs7pdabpytzcukoy4i@jpeg?f=.jpeg,0,0,"Coming this week - our guinea pig TRPV1 antibody (cat. GP14100), our most popular antibody, is back in stock. It has a host of publications in neuroscience and pain research.

Learn more: neuromics.com/gp14100

#painresearch #pain #neuroscience",https://bsky.app/profile/neuromics.bsky.social/post/3lcs7qp4mjs22
https://cdn.bsky.app/img/avatar/plain/did:plc:nuhxu6zygadidyhaxvc4g4j7/bafkreiatal3wrgd7xxskuesnqfoso4gflwt7pj2egr3r5uvd7etfclz6gy@jpeg,did:plc:nuhxu6zygadidyhaxvc4g4j7,Dr. Ali Barry,aliibarry.bsky.social,2024-12-08T08:00:46.702Z,bafyreieqbeznovci6wcmw5prowlpwyij2b77qrlhsynxzumha7wou3za7y,,,,,,,,,,,,,,,,,,,,,en,2,,,,,,1,0,"We've got a feed for pain research too, that works with the #PainResearch tag, as well as screening key words from people on the various pain starter packs.

bsky.app/profile/did:...",https://bsky.app/profile/aliibarry.bsky.social/post/3lcrqmo4aic2r
https://cdn.bsky.app/img/avatar/plain/did:plc:o6aua4olozzxg5vov6s22ebh/bafkreicxsi5qqzz2oqiv543mi3t6e6ps7gv6nhaqv6e3zxioxsmzwfnguy@jpeg,did:plc:o6aua4olozzxg5vov6s22ebh,"Epidemiology Group, University of Aberdeen",uoaepi.bsky.social,2024-12-07T10:48:24.598Z,bafyreia2c54ts4awy6wxoijuagqv7h5zubktsgjv5dvrot62qjlxi3ta3e,,1500,2000,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:o6aua4olozzxg5vov6s22ebh/bafkreibcodfixbgv4c3yoeck4ppphux3kfpjcojdemxxpecjf42ttryrle@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:o6aua4olozzxg5vov6s22ebh/bafkreibcodfixbgv4c3yoeck4ppphux3kfpjcojdemxxpecjf42ttryrle@jpeg,,,,,,,,,,,,,,,,en,0,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:o6aua4olozzxg5vov6s22ebh/bafkreibcodfixbgv4c3yoeck4ppphux3kfpjcojdemxxpecjf42ttryrle@jpeg?f=.jpeg,1,0,"📊 Dr Rosemary Hollick impressed during the #DataBlitz session with a fantastic presentation on the QUICK study—delivered with precision and on time! ⏱️

A big shoutout for such an impactful talk! 👏

#PainResearch #SPaRC2024",https://bsky.app/profile/uoaepi.bsky.social/post/3lcpjjntc5s26
https://cdn.bsky.app/img/avatar/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreiby5yqw5b6spxcvucp67iahqbhbkfcxpmsn4fskz6fky5letd2go4@jpeg,did:plc:xpg3phnkabefr2ht5st3wx5v,Migraine Science Collaborative (MSC),migrainecollab.bsky.social,2024-12-06T18:21:29.221Z,bafyreibyy47dw6jrf3dghibivotbyserzjy3okspadahuxhd2gplw6sk34,Migraine Science Collaborative Emerging Science Contest on December 9th -- Sign up for free now!,1080,1080,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreibxh7cnqbriq25hmy6zo6qpy5m33rssqmlzywas3byqp3svyqbgsq@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreibxh7cnqbriq25hmy6zo6qpy5m33rssqmlzywas3byqp3svyqbgsq@jpeg,,,,,,,,,,,,,,,,en,1,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreibxh7cnqbriq25hmy6zo6qpy5m33rssqmlzywas3byqp3svyqbgsq@jpeg?f=.jpeg,0,1,"Register to attend our Emerging Science Contest on Monday, December 9th! Sign up for free to hear from 9 early-career researchers who will be presenting their work. Lots of interesting science to be discussed! #migraineresearch #painresearch 

migrainecollaborative.org/emerging-sci...",https://bsky.app/profile/migrainecollab.bsky.social/post/3lcnseqggrs2h
https://cdn.bsky.app/img/avatar/plain/did:plc:n3sbcewgadcsif3yygfydma6/bafkreicn2enbtfhqpk7dsd5ze6srjtndt3gupgqlxkerewjc4t7ly5wivm@jpeg,did:plc:n3sbcewgadcsif3yygfydma6,Stéphanie C Koch,skochlab.bsky.social,2024-12-06T13:59:47.217Z,bafyreig6krxdmzrqveu6i6yhbpuibzxj4rcv5lt5fytbk6vgbnu5qpk6bq,,,,,,,,,,,,,,,,,,,,,en,1,,,,,,0,0,#NeuroJobs #PainResearch,https://bsky.app/profile/skochlab.bsky.social/post/3lcndqrt4nc23
https://cdn.bsky.app/img/avatar/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreigf5r5vo4vh2zarr365m2dwedgkvcbbepjjtjqxsmf3n7mirazamu@jpeg,did:plc:73v3pregvxkp3xlfgdqpal7j,Asaf (Klaf) Weisman,asafklaf.bsky.social,2024-12-06T08:36:05.965Z,bafyreihp4jwt2msggjktivjl45ph2joelci3essd7ky4vc73ewb3gtux3m,,,,,,,,,,,,,,,,,,,,,en,5,BackgroundThe quantitative assessment of individual muscle and fascial stiffness in patients with low back pain remains a challenge. This study aimed to comp...,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:73v3pregvxkp3xlfgdqpal7j/bafkreifkw36cxzvd2ebrhx6v5ruk32yhqp4a7en5fk76buz5q7xiy2m7vy@jpeg,Frontiers | Shear wave elastography based analysis of changes in fascial and muscle stiffness in patients with chronic non-specific low back pain,https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2024.1476396/full,,1,1,"New study with shear wave elastography, shows patients with chronic nonspecific low back pain, have stiffer lumbar fascia snd muscles compared to controls. Good sample size and moderate to large effects!

#painscience
#physio
#painresearch 

www.frontiersin.org/journals/bio...",https://bsky.app/profile/asafklaf.bsky.social/post/3lcmrnybkac22
https://cdn.bsky.app/img/avatar/plain/did:plc:sitgxrglt2pvfqkkzyqzsfab/bafkreihieaf7u22ckfxoia2snrh7ivib6cjtfu3ktdocmaip75mloyp4oa@jpeg,did:plc:sitgxrglt2pvfqkkzyqzsfab,Cass Macgregor,cassmacg.bsky.social,2024-12-05T18:15:38.913Z,bafyreifeq4c2gqq5kmjvyypiikrq5kets7zc2twxmrnzefe4d3ratherxq,picture of meeting agenda for nrs pain meeting. the full meeting agenda is given at this weblink https://www.nhsresearchscotland.org.uk/calendar/nhs-research-scotland-pain-specialty-group-scottish-pain-research-community-sparc-annual-scientific-meeting,1500,2000,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:sitgxrglt2pvfqkkzyqzsfab/bafkreib3kmz4psvzba4dqbv3xhurjcqvjfwgrzaqdlhmt66tflmstzhje4@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:sitgxrglt2pvfqkkzyqzsfab/bafkreib3kmz4psvzba4dqbv3xhurjcqvjfwgrzaqdlhmt66tflmstzhje4@jpeg,second picture of meeting agenda for nrs pain meeting. the full meeting agenda is given at this weblink https://www.nhsresearchscotland.org.uk/calendar/nhs-research-scotland-pain-specialty-group-scottish-pain-research-community-sparc-annual-scientific-meeting,1500,2000,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:sitgxrglt2pvfqkkzyqzsfab/bafkreie3ciqwyickjjohwg6fmbk2no2o74hcsz4xvwc2vqhmtmojw2hpu4@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:sitgxrglt2pvfqkkzyqzsfab/bafkreie3ciqwyickjjohwg6fmbk2no2o74hcsz4xvwc2vqhmtmojw2hpu4@jpeg,,,,,,,,,,,en,4,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:sitgxrglt2pvfqkkzyqzsfab/bafkreib3kmz4psvzba4dqbv3xhurjcqvjfwgrzaqdlhmt66tflmstzhje4@jpeg?f=.jpeg,0,0,Looking forward to a varied programme of research and service improvement projects at the NHS Research Pain ASM tomorrow #NRSPain2024 #PainResearch #ChronicPain Full programme & details:  www.nhsresearchscotland.org.uk/calendar/nhs...,https://bsky.app/profile/cassmacg.bsky.social/post/3lclblewwqk27
https://cdn.bsky.app/img/avatar/plain/did:plc:nzw5c5g6hfqinqrhxciyhjg4/bafkreihdakni7u2ds43prkf7fz3ux5o3b7ups75yhtdot3y6bglnic5auu@jpeg,did:plc:nzw5c5g6hfqinqrhxciyhjg4,Neil,neilscicomm.bsky.social,2024-12-05T17:33:49.270Z,bafyreifn7yzpxyfmrzqju7ydmxapl36q32sghstj5b6e3cs7zuz67q732y,,,,,,,,,,,,,,,,,,,,,en,0,Migraine Science Collaborative basic science update.,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreibt7cvwnz25aeaan2sqdgpf7rthhquuwag2fcq33dren56foxqxaq@jpeg,"Basic Science of Migraine and Headache Update: New Mechanisms, New Targets, and More - Migraine Science Collaborative",https://migrainecollaborative.org/basic-science-of-migraine-and-headache-update-new-mechanisms-new-targets-and-more,,0,0,This is a good update -- and not just because I wrote it 🤣 #painresearch #migraineresearch,https://bsky.app/profile/neilscicomm.bsky.social/post/3lcl7alip2c2x
https://cdn.bsky.app/img/avatar/plain/did:plc:iqlxzsj7xjnhingghf5vt24w/bafkreibtwoadur2hpig4p6sad355zk6itpjvuhdmtkxg3q6dd56w2yzvoa@jpeg,did:plc:iqlxzsj7xjnhingghf5vt24w,NYU Pain Research Center,nyupainresearch.bsky.social,2024-12-05T16:48:08.067Z,bafyreiharsowskblkcjlinf22lfcnnc6l5tqxwe7qnbbpqfgxjzbunhmkm,,,,,,,,,,,,,,,,,,,,,en,7,NVA1309 is a non-brain penetrant next-generation gabapentinoid shown to bind Cavα2δ at R243 within a triple Arginine motif forming the binding site for gabapentin and pregabalin. In this study we have...,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:iqlxzsj7xjnhingghf5vt24w/bafkreig5k3z753vdlgb4uvfvcbmh6a4rrxgsdlgaiqfnjb4zusm7y6fdyi@jpeg,Determinants of interactions of a novel next-generation gabapentinoid NVA1309 and mirogabalin with the Cavα2δ-1 subunit - Molecular Brain,https://molecularbrain.biomedcentral.com/articles/10.1186/s13041-024-01129-y,,0,1,"Exciting progress in neuropathic pain research! 🧠🔬 A next-gen, non-brain-penetrant gabapentinoid shows strong analgesic effects by binding novel sites on Cavα2δ-1, outperforming gabapentin & pregabalin. #PainResearch #Neuroscience molecularbrain.biomedcentral.com/articles/10....",https://bsky.app/profile/nyupainresearch.bsky.social/post/3lcl4ovbtxs2h
https://cdn.bsky.app/img/avatar/plain/did:plc:oa6gwwfhpqt5yua7nvyrjlmt/bafkreiacqgaepedoshxojedaqrnw4gz5k437q3c7ew4ep6ban5pxcuzsxe@jpeg,did:plc:oa6gwwfhpqt5yua7nvyrjlmt,Alles Lab,alleslab.bsky.social,2024-12-05T15:30:55.642Z,bafyreibwigz3gam23pvfwme5phpnnj3s5u33cpo2dnzlsmpnfssyyaokju,,,,,,,,,,,,,,,,,,,,,en,5,Buy Cholecystokinin: From Gallbladder to Cognition and Beyond (Molecular Mediators in Health and Disease: How Cells Communicate) on Amazon.com ✓ FREE SHIPPING on qualified orders,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:oa6gwwfhpqt5yua7nvyrjlmt/bafkreicakornckrba6sxfskixvpxdotojv6do2o4er4v67ee2prlyngfpm@jpeg,Cholecystokinin: From Gallbladder to Cognition and Beyond (Molecular Mediators in Health and Disease: How Cells Communicate),https://www.amazon.com/Cholecystokinin-Gallbladder-Cognition-Molecular-Communicate/dp/0443237204,,0,1,@docnessmonster.bsky.social and I wrote a chapter for this on the role of CCK in nociception and pain! Pre-order your copy here if interested  #PainResearch www.amazon.com/Cholecystoki...,https://bsky.app/profile/alleslab.bsky.social/post/3lckyethhgk26
https://cdn.bsky.app/img/avatar/plain/did:plc:tydnnz7g6yjfzfokksapen5l/bafkreib5yo35jzhahzy3qdv2txfmpzxxvntptwg4cmhg7ji2p777is3h6e@jpeg,did:plc:tydnnz7g6yjfzfokksapen5l,Ted Price,tedpricethepainguy.bsky.social,2024-12-05T11:19:50.112Z,bafyreigx226wlvb7aglmmz2y2imwcl4qcjudxgu4jihmq6fufv74f66jhq,,,,,,,,,,,,,,,,,,,,,en,0,,,,,,0,0,Diabetic neuropathic pain data not so clear due to very large placebo response. This continues to be a big problem for the field. Need more biomarkers or other quantitative endpoints for clinical trials. This is covered in the paper’s discussion #painresearch.,https://bsky.app/profile/tedpricethepainguy.bsky.social/post/3lckkdttxs22g
